Real_Estate_Type,Location,Price,Down_Payment,Currency,Bedrooms_Number,Bathrooms_Number,Area,Description
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","4,525,000","Down payment: EGP 1,583,750",EGP,3,2,175 Sq. M.,"A distinctive apartment for sale with an area of: 175 square meters, 3 bedrooms, in Beit Al Watan, a prime location near the main services and interna"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","3,560,000","Down payment: EGP 1,068,000",EGP,3,1,140 Sq. M.,"Distinctive apartment for sale, area: 140 square meters, 3 bedrooms in Beit Al Watan – First District (Mini Compound)"
Apartment,"Stone Residence Compound, Katameya, Cairo","9,100,000","Down payment: EGP 910,000",EGP,3,2,140 Sq. M.,"immediate Apartment ready for viewing, at the lowest price and with comfortable installments, 10% down payment only, in Stone Residence Compound"
Apartment,"Stone Residence Compound, Katameya, Cairo","6,800,000",0% Down Payment,EGP,4,3,220 Sq. M.,Resale  Apartment Ready To Move In Very Prime Location Landscape View
Apartment,"Nasr City, Cairo","5,500,000",None,EGP,3,2,206 Sq. M.,Apartment for sale in the ninth district near Mustafa Al-Nahhas 205m
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","28,000,000","Down payment: EGP 25,500,000",EGP,4,3,290 Sq. M.,"Apartment for sale in Mivida Compound, Emaar Boulevard Phase, ultra super deluxe, with installments to complete"
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,"Ready-to-move apartment, 161 sqm, inside a compound, just minutes from the Ring Road and Carrefour Maadi."
Apartment,"Nasr City, Cairo","2,800,000",None,EGP,3,2,135 Sq. M.,"Apartment for sale in Al-Tawfikia Towers, on the main street of Al-Mahdi Arafa, Al-Waha neighborhood                                                 ."
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","5,501,000","Down payment: EGP 1,925,349",EGP,3,3,171 Sq. M.,"Are you looking for an apartment with immediate delivery and the longest installment period in a high-end area? New Narges is your best choice, as it'"
Apartment,"New Narges, 5th Settlement, New Cairo, Cairo","5,586,000","Down payment: EGP 1,955,099",EGP,3,3,171 Sq. M.,"Are you looking for an apartment with immediate delivery and the longest installment period in a high-end area? New Narges is your best choice, as it'"
Apartment,"Sarai, Mostakbal City, Cairo","7,000,000","Down payment: EGP 700,000",EGP,3,2,158 Sq. M.,"Apartment for sale 50% discount and installments over 10 years in Compound Sarai, New Cairo"
Apartment,"Rivan, New Capital City, Cairo","12,626,856","Down payment: EGP 1,262,685",EGP,3,3,197 Sq. M.,for sale apartment fully finished with air conditioner in new capital
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,300,000",None,EGP,3,2,176 Sq. M.,An unfinished apartment for sale in South Lotus.
Apartment,"Heliopolis, Cairo","9,000,000","Down payment: EGP 450,000",EGP,3,2,150 Sq. M.,Finished apartment for sale from Madinet Misr Company with installments over 10 years in New Heliopolis
Apartment,"Madinaty, Cairo","5,250,000",None,EGP,3,2,103 Sq. M.,"Apartment with private garden, 103 m² for sale in Madinaty B6, Garden View, super deluxe finishes"
Apartment,"Jayd Compound, 5th Settlement, New Cairo, Cairo","4,500,000",None,EGP,3,3,153 Sq. M.,"3 Bed Apartment By 10 years Installments , for sale in Jayd Compound in front of Rehab City in the Fifth Settlement."
Apartment,"1st Settlement, New Cairo, Cairo","6,000,000",None,EGP,3,2,170 Sq. M.,"Apartment for Sale in Public Security Compound , New Cairo , ready to move ,Fully Equipped Kitchen"
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","9,225,000",0% Down Payment,EGP,2,3,145 Sq. M.,Smart Investment in Hyde Park | Spacious 2-Bedroom for Sale
Apartment,"Promenade New Cairo Compound, 5th Settlement, New Cairo, Cairo","9,700,000","Down payment: EGP 1,700,000",EGP,4,3,225 Sq. M.,ready to move apartment over 7 years installment
Apartment,"Jayd Compound, 5th Settlement, New Cairo, Cairo","9,250,000",None,EGP,3,3,170 Sq. M.,"Apartment for sale at a Special price, ultra super luxe finishing, with air conditioners and a kitchen, in Compound Jayde, New Cairo"
Apartment,"1st Settlement, New Cairo, Cairo","7,300,000",None,EGP,3,2,175 Sq. M.,"Apartment in the General Security Compound, first floor, super luxury finishing."
Apartment,"New Cairo, Cairo","3,000,000","Down payment: EGP 150,000",EGP,1,1,88 Sq. M.,Own a fully finished apartment in a fully serviced compound – a completely gated community for maximum comfort and privacy. Pay just 5% down payment
Apartment,"Shorouk City, Cairo","7,700,000","Down payment: EGP 385,000",EGP,2,2,110 Sq. M.,"Own your fully finished apartment now with just EGP 385,000 down payment! in shorouk city next to sodic east"
Apartment,"Madinaty, Cairo","4,900,000",None,EGP,3,2,137 Sq. M.,"No down payment for a limited period and installments over 12 years, an apartment with a garden for sale in the Fifth Settlement next to Madinaty - Th"
Apartment,"Madinaty, Cairo","5,000,000",None,EGP,3,2,164 Sq. M.,"No down payment for a limited period and installments over 12 years, an apartment with a garden for sale in the Fifth Settlement next to Madinaty - Th"
Apartment,"Stone Residence Compound, Katameya, Cairo","10,500,000","Down payment: EGP 1,050,000",EGP,3,2,150 Sq. M.,"Apartment for sale, immediate delivery, ground floor with garden, with comfortable installments, 10% down payment only, Stone Residence Compound"
Apartment,"Nasr City, Cairo","7,000,000",None,EGP,3,3,290 Sq. M.,"Apartment for sale, 290 m, in Nasr City, Republican Guard Towers, ultra-super-luxe, the first residence with the lowest price in the market."
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","6,500,000",0% Down Payment,EGP,2,2,135 Sq. M.,A PRIME INVESTMENT OPPORTUNITY IN ONE OF THE REGION'S MOST PRESTIGIOUS COMPUNDS 2 BEDROOMS WITH HOT PRICE
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","6,700,000",0% Down Payment,EGP,2,2,119 Sq. M.,Apartment for sale fully finished in compound Galleria Moon Valley - New Cairo 119m HOT PRICE
Apartment,"New Heliopolis, Cairo","7,800,000","Down payment: EGP 390,000",EGP,2,2,120 Sq. M.,"Own your fully finished apartment now with just EGP 390,000down payment! in gated city ( new helipolis)next to sodic east"
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","2,168,000","Down payment: EGP 433,000",EGP,Studio,1,58 Sq. M.,"Studio for sale, 58 sqm, in Taj City Compound, with a 50% discount"
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","5,314,000",0% Down Payment,EGP,2,2,140 Sq. M.,Apartment with 2BRM fully finished next to hyde park
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","6,026,000",0% Down Payment,EGP,2,2,160 Sq. M.,"fully finished apartment Next to the Al Ahly Club, Fifth Settlement"
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","5,670,000",0% Down Payment,EGP,3,2,150 Sq. M.,Ready to move Ground floor apartment next to hyde park
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","6,382,000",0% Down Payment,EGP,3,3,160 Sq. M.,Ready to move apartment With Installments 5 Years for sale
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","5,136,000",0% Down Payment,EGP,2,2,135 Sq. M.,Ready to move apartment in the middle of New Cairo
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","7,000,000",None,EGP,3,2,161 Sq. M.,"Apartment for sale, 160 m, fully finished, next to the American University in Hyde Park, New Cairo"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","25,500,000",None,EGP,3,3,208 Sq. M.,"Apartment for sale in Mivida Emaar, Fifth Settlement, specifically on South 90th Street, immediate delivery"
Apartment,"New Narges, 5th Settlement, New Cairo, Cairo","3,850,000",None,EGP,3,2,170 Sq. M.,"The last available apartment in our project in New Narges, on the K-shaped street, at an unrepeatable price of 23,550 EGP per square meter."
Apartment,"4th District, 5th Settlement, New Cairo, Cairo","6,800,000",None,EGP,3,2,180 Sq. M.,Fully finished apartment for sale tagmo3 el khames
Apartment,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo","4,700,000",None,EGP,2,3,124 Sq. M.,Apartment for sale Ready to move Fourth floor
Apartment,"Privado, Madinaty, Cairo","13,420,000","Down payment: EGP 4,400,000",EGP,3,2,133 Sq. M.,apartment for sale in compound privado 133m ready to move
Apartment,"Nasr City, Cairo","9,700,000","Down payment: EGP 484,990",EGP,3,2,145 Sq. M.,"For investment lovers, a bargain apartment for sale at launch price, down payment 485 thousand, super deluxe finished apartment"
Apartment,"Madinaty, Cairo","12,500,000",None,EGP,5,3,235 Sq. M.,"Apartment for sale in Madinaty (ground floor with a private garden, 235+35), distinguished in B8, bargain price for a quick sale"
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,945,000","Down payment: EGP 1,189,000",EGP,3,3,198 Sq. M.,"Apartment for sale, a bargain, with an area of ​​198 square meters, 3 bedrooms, in New Lotus, at a special price and installments over 6 years without"
Apartment,"El Lotus, 5th Settlement, New Cairo, Cairo","5,550,000","Down payment: EGP 1,387,500",EGP,3,3,180 Sq. M.,"Apartment for sale, a bargain, 180 square meters, 3 bedrooms, at a special price in New Lotus, with installments over 48 months, interest-free"
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","3,100,000",None,EGP,3,3,170 Sq. M.,"Ready-to-move apartment, 170 square meters, for EGP 3,100,000 near Carrefour Maadi."
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,970,000",None,EGP,3,3,165 Sq. M.,"Ready-to-move apartment, 165 square meters, for EGP 2,970,000 near Carrefour Maadi."
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","3,200,000",None,EGP,3,3,175 Sq. M.,"Ready-to-move apartment, 175 square meters, for EGP 3,200,000 near Carrefour Maadi."
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,"Ready-to-move apartment, 161 square meters, for EGP 2,900,000 near Carrefour Maadi."
Apartment,"Stone Residence Compound, Katameya, Cairo","10,500,000","Down payment: EGP 1,050,000",EGP,3,3,155 Sq. M.,Ready to move  apartment with 10% down payment only and easy installments in the most upscale compound (Stone Residence) fifth settlement
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","3,665,000",None,EGP,3,2,154 Sq. M.,"Distinctive Apartment for Sale in Beit Al Watan - Fifth Settlement    Apartment for Sale in Beit Al Watan, Fifth Settlement"
Apartment,"Mivida Compound, 5th Settlement, New Cairo, Cairo","21,000,000","Down payment: EGP 18,550,000",EGP,3,3,191 Sq. M.,Own a fully furnished apartment in Mivida Emaar Compound with a pool view at the lowest price and complete in installments
Apartment,"Madinaty, Cairo","3,200,000",None,EGP,1,1,67 Sq. M.,"67 sqm Studio for Sale in B12 – Special Finishes, Fully Furnished with Appliances."
Apartment,"Stone Residence Compound, Katameya, Cairo","8,600,000","Down payment: EGP 860,000",EGP,3,2,128 Sq. M.,"Ground floor apartment with garden, ready to move, with a 10% down payment only and easy installments in Stone residence compound in fifth settlement"
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","7,700,000",None,EGP,3,3,220 Sq. M.,"Apartment for sale in Narges 4 Villas, Fifth Settlement"
Apartment,"El Banafseg 3, 1st Settlement, New Cairo, Cairo","8,500,000",None,EGP,3,2,220 Sq. M.,"Ready to move apartment for sale in El banafseg 3, Villas District"
Apartment,"Maadi View, Shorouk City, Cairo","3,500,000",None,EGP,3,2,133 Sq. M.,"Apartment for sale at half price in Maadi, 3 rooms, in the most upscale compounds in Shorouk"
Apartment,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo","9,600,000","Down payment: EGP 960,000",EGP,3,3,226 Sq. M.,View your unit in the Fifth Settlement with the best view at the old price Hyde Park New Cairo
Apartment,"5th Settlement, New Cairo, Cairo","9,500,000",None,EGP,3,3,186 Sq. M.,"For sale : apartment ready to move fully finished , furnished"
Apartment,"IL Bosco, New Capital City, Cairo","7,500,000","Down payment: EGP 750,000",EGP,3,3,144 Sq. M.,Ready To Move 144m in new capital over 8 years
Apartment,"Al Narges, 5th Settlement, New Cairo, Cairo","7,400,000",None,EGP,3,2,185 Sq. M.,"Apartment for sale in Al Narges 4 Villas, a very distinguished location on the main street with an open view, near Fatima Al Sharbatly Mosque, Fifth S"
Apartment,"Beit Al Watan, 5th Settlement, New Cairo, Cairo","5,575,000","Down payment: EGP 1,393,750",EGP,3,3,214 Sq. M.,"Luxury apartment for sale, 214 square meters, in an exceptional location in the heart of Beit Al Watan in the Fourth District"
Apartment,"Banafsag Omarat, 5th Settlement, New Cairo, Cairo","5,500,000",None,EGP,4,3,171 Sq. M.,"Apartment for sale, 4 rooms, prime location in Banafsag, steps from Bedaya, Moamen, and Bashar Schools, and the Northern 90th Compound, First Settleme"
Apartment,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo","8,720,000",None,EGP,2,2,135 Sq. M.,"Fully finished apartment, ready to move in, furnished - Galleria Moon Valley"
Apartment,"Al Andalous, 5th Settlement, New Cairo, Cairo","3,800,000","Down payment: EGP 1,520,000",EGP,3,2,160 Sq. M.,"A distinctive apartment for sale, with an area of ​​160 square meters, with a garden view, in the heart of Andalusia. Delivery within 6 months."
Apartment,"Wesal, Shorouk City, Cairo","4,300,000","Down payment: EGP 3,200,000",EGP,3,2,160 Sq. M.,apartment 160m with garden fully finished ready for immediate resale open view in Wesal El Shorouk with installments
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,"Ready-to-move apartment, 161 square meters, for EGP 2,900,000 near Carrefour Maadi."
Apartment,"South of Academy, 5th Settlement, New Cairo, Cairo","7,500,000",None,EGP,3,2,200 Sq. M.,"Apartment for sale in the most upscale villa area, South Academy C, First Settlement, overlooking the square."
Apartment,"Madinaty, Cairo","3,800,000",None,EGP,3,2,130 Sq. M.,"A clear sea view apartment for sale in the Fifth Settlement on the Suez Road, installments up to 12 years without interest, next to Madinaty, area 130"
Apartment,"New Cairo, Cairo","4,000,000",None,EGP,4,3,200 Sq. M.,"ready to move, penthouse for sale, 200 m, fully finished, with a private pool, in a fully serviced compound in New Cairo"
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","3,200,000",None,EGP,3,3,175 Sq. M.,"Ready-to-move apartment, 175 square meters, for EGP 3,200,000 near Carrefour Maadi."
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","2,970,000",None,EGP,3,3,165 Sq. M.,"Ready-to-move apartment, 165 square meters, for EGP 2,970,000 near Carrefour Maadi."
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","7,844,000",None,EGP,3,3,166 Sq. M.,"Apartment for sale in Taj City Compound, in front of Cairo Airport, next to Madinaty, with special discounts, 166 square meters, 3 rooms,"
Apartment,"Grand Gate, Zahraa Al Maadi, Cairo","3,100,000",None,EGP,3,3,170 Sq. M.,"Ready-to-move apartment, 170 square meters, for EGP 3,100,000 near Carrefour Maadi."
Apartment,"Capital Gardens, Mostakbal City, Cairo","6,500,000",None,EGP,3,3,203 Sq. M.,"Own a luxurious 203 sqm apartment in Capital Gardens Compound, Mostakbal City, ready for immediate delivery. Prime location, modern design, and a g"
Apartment,"5th Settlement, New Cairo, Cairo","11,380,000","Down payment: EGP 569,000",EGP,3,3,221 Sq. M.,Apartment for sale in the Fifth Settlement in the best locations.
Apartment,"Taj City Compound, 1st Settlement, New Cairo, Cairo","5,300,000",None,EGP,2,2,131 Sq. M.,"With a special discount and for a limited period, an apartmen land for sale in Taj City, Fifth Settlement, on the Suez Road, next to Madinaty"
Apartment,"Ashgar Darna, Zahraa Al Maadi, Cairo","2,900,000",None,EGP,3,3,161 Sq. M.,"Ready-to-move apartment, 161 sqm, inside a compound, just minutes from the Ring Road and Carrefour Maadi."
Apartment,"Sarai, Mostakbal City, Cairo","4,000,000",None,EGP,2,2,122 Sq. M.,"Less than the company price - Apartment for sale, immediate delivery, ready for occupancy - Sarai Compound"
Apartment,"El Fostat, Cairo","3,700,000","Down payment: EGP 370,000",EGP,2,2,124 Sq. M.,Apartment for sale ready to move fully finished dp 10% prime location in  El Fostat
